¼ø¹ø,ÀÛÇ°¸í,ÀÎ¹°¸í,ÀÛÁß ³ªÀÌ,¼ºº°,Ãâ»ýÁö,¿¬·É´ë,½ÅºÐÀ¯Çü,¿ø½Ãµ¥ÀÌÅÍ,ÅÂ±ë µ¥ÀÌÅÍ
58,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,"¾ß ´ÙÁ¤¾Æ, ¸¶Áö¸·±âÈ¸´ÙÀÀ?","/SS+¾ß__04/IC ´Ù/NR+Á¤/NNP+¾Æ/JKV+,/SP ¸¶Áö¸·/NNG+±âÈ¸__03/NNG+´Ù/NR+ÀÀ__01/IC+?/SF+/SS"
59,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾ó¸¥ µµ¸Á°¡ºÎ·¯ ÀÌ ¹®¸¸ ¹ÚÂ÷°í ³ª¼­¹È ´Ñ ´Ù½Ã ÀÚÀ¯´ç²².,¾ó¸¥__02/MAG µµ¸Á°¡/VV+¾Æ/EC+ºÎ·¯/MAG ÀÌ__05/MM ¹®__05/NNG+¸¸/JX ¹ÚÂ÷/VV+°í/EC ³ª¼­/VV+¹È/EC ´Ñ/NNP ´Ù½Ã__01/MAG ÀÚÀ¯´ç/NNP+²²/JKB+./SF
60,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,³Ê Áö±Ý °áÈ¥ÇÒ ½ÅºÎÇÑÅ× ±×°Ô ÇÒ¼Ò¸®³Ä?,³Ê__01/NP Áö±Ý__03/MAG °áÈ¥ÇÏ/VV+¤©/ETM ½ÅºÎ__04/NNG+ÇÑÅ×/JKB ±×°Í/NP+ÀÌ/JKS ÇÏ__01/VV+¤©/ETM+¼Ò¸®__01/NNG+ÀÌ/VCP+³Ä/EF+?/SF
61,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,Áö´Â °áÈ¥ÇØ³õ°í Àß»ì¸é¼­ ³­ Æò»ý µ¶°Å³à·Î ´Ä¾î°¡¶ó°í,Áö__02/VV+´Â/ETM °áÈ¥ÇÏ/VV+¾î/EC+³õ__01/VX+°í/EC Àß»ì/VV+¸é¼­/EC ³ª__03/NP+¤¤/JX Æò»ý/NNG µ¶°Å__01/NNG+³à__02/XSN+·Î/JKB ´Ä/VV+¾î/EC+°¡__01/VX+¶ó°í/EC
62,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾ß ´Ï ÀÎÀÚ °áÈ¥ÇÏ¹È ÀÌ»ó¹Î¿Àºü º¸·¯ ÀüÁÖµµ ¸ø³»·Á°¡¾ß,¾ß__04/IC ´Ï__05/NP ÀÎÀÚ__01/MAG °áÈ¥ÇÏ/VV+¹È/EC ÀÌ»ó¹Î/NNP+¿Àºü/NNG º¸__01/VV+·¯/EC ÀüÁÖ__10/NNG+µµ/JX ¸ø__01/NNG+³»¸®__01/VV+¾î/EC+°¡__01/VX+¾Æ¾ß/EC
63,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,½Å¶ûÇÑÅ× Çã¶ô¹Þ¾Ò°Åµç?,½Å¶û__02/NNG+ÇÑÅ×/JKB Çã¶ô/NNG+¹Þ__01/VV+¾Ò/EP+°Åµç/EF+?/SF
64,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,ÈÞÀÏ¶§´Â º¸·¯°¡µµ µÈ´Ù°í Çß°Åµç? È÷È÷,ÈÞÀÏ/NNG+¶§__01/NNG+´Â/JX º¸__01/VV+·¯/EC+°¡__01/VV+¾Æµµ/EC µÇ__01/VV+¤¤´Ù°í/EC ÇÏ__01/VV+¾ú/EP+°Åµç/EF+?/SF È÷È÷/MAG
65,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,°áÈ¥Àü¿¡¾ß ¹º ¾à¼ÓÀ» ¸øÇÑµ¥..,°áÈ¥/NNG+Àü__08/NNG+¿¡/JKB+¾ß/JX ¹«½¼/MM ¾à¼Ó/NNG+À»/JKO ¸øÇÏ/VV+¤¤/ETM+µ¥__01/NNB+./SF+./SF
66,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾Æ ±Ù´Ù°í ±×°É ¹Ï³Ä ¸ÛÃæ¾Æ,¾Æ__02/IC ±Ù__02/NNB+´Ù°í/EC ±×°Í/NP+¤©/JKO ¹Ï/VV+³Ä/EC ¸ÛÃæ/NNG+¾Æ/JKV
67,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾î,¾î__02/IC
68,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾Æ´Ô ´Ï µÚ¿¡ ¿ì¸® ½Å¶ûÇÑÅ× ¹°¾îº¸µçÁö,¾Æ´Ï/VCN+¤±/ETN ´Ï__05/NP µÚ__01/NNG+¿¡/JKB ¿ì¸®__03/NP ½Å¶û__02/NNG+ÇÑÅ×/JKB ¹°¾îº¸/VV+µçÁö/EC
69,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾î? ÁøÂ¥?,¾î__02/IC+?/SF ÁøÂ¥/MAG+?/SF
70,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,±×·³ ½Å¶ûµµ ÇÑ¸¶µð ÇÏ¼Å¾ßÁÒ~,±×·³__01/MAJ ½Å¶û__02/NNG+µµ/JX ÇÑ¸¶µð/NNG ÇÏ__01/VV+½Ã/EP+¾î¾ßÁÒ/EC+~/SO
71,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,Àá±ñ¸¸Àá±ñ¸¸ ¿ÖÀÌ·¡,Àá±ñ¸¸/NNP+Àá±ñ/MAG+¸¸/JX ¿Ö__02/MAG+ÀÌ·¯/VV+¾î/EC
72,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾Æ ±Ùµ¥ ¿À´Ã ¶§±òµðÁø´Ù ÁøÂ¥ ¾î?,¾Æ__02/IC ±Ùµ¥__01/MAJ ¿À´Ã/NNG ¶§±ò__01/NNG+µð__03/NNG+Áö__04/VV+¤¤´Ù/EC ÁøÂ¥/NNG ¾î__02/IC+?/SF
73,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,²Ù¹Ì´Ï±î ´Ù¸£±¸¸¶~,²Ù¹Ì/VV+´Ï±î/EC ´Ù¸£__01/VA+±¸¸¶/EC+~/SO
74,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,¾ÆÀÌ°í ¿ÖÀÌ·¡ ÀÌ°Å. ‰ç´Ù‰ç´Ù,¾ÆÀÌ°í/IC ¿Ö__02/MAG+ÀÌ·¯/VV+¾î/EC ÀÌ°Å__01/NP+./SF ?SL+ç´/SH+?SW+?SL+ç´/SW
75,ÀÀ´äÇÏ¶ó1994,Á¶À±Áø,19,¿©,Àü³² ¿©¼ö,10´ë,´ëÇÐ»ý,"¾Æ ¿À´Ã ¸Ó¸® ÈûÁ» Áá±¸¸¶, ¾ÆÁÖ","/SS+¾Æ__02/IC ¿À´Ã/NNG ¸Ó¸®__01/NNG Èû__01/NNG+Á»__02/MAG ÁÖ__01/VV+±¸¸¶/EC+,/SP ¾ÆÁÖ__01/MAG+/SS"
76,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,"¾Æµû ±×·¡µµ µ¢Å©½¸Àº ³Ê¹« ½ÉÇÏ´Ù, ¾È±×³Ä?","/SS+¾Æµû__01/IC ±×·¯/VV+¾îµµ/EC µ¢Å©½¸/NNG+Àº/JX ³Ê¹«__01/MAG ½ÉÇÏ/VA+´Ù/EC+,/SP ¾È__01/NNG+±×__01/NP+ÀÌ/VCP+³Ä/EF+?/SF+/SS"
77,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¿Í °í¸¶ ½ÃÃ»·ü Àß³ª¿Â´Ù°í¸¶ ¸·ÆÇ¿¡ ÇÏ°í½ÍÀº°Å ´Ù ÅÐ°í°¡³×¿ä ¾ÆºÎÁö¿¹?,¿À__01/VV+¾Æ/EC °í¸¶/MAG ½ÃÃ»·ü/NNG Àß__02/MAG+³ª¿À/VV+¤¤/ETM+´Ù/NR+°í¸¶/MAG ¸·ÆÇ/NNG+¿¡/JKB ÇÏ__01/VV+°í/EC+½Í/VX+Àº/ETM+°Å__01/NNB ´Ù__03/MAG ÅÐ/VV+°í/EC+°¡__01/VX+³×¿ä/EC ¾ÆºÎÁö/NNG+¿¹__06/IC+?/SF
78,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,"±×·¡µµ µ¢Å©´Â ½ÉÇÏÁö, Àú°Å ¹éÇÁ·Î ÀÇÀÚÀ§¿¡ ¿Ã¶ó°¡°¡Áö°í ÇßÀ»°É?","/SS+±×·¯/VV+¾îµµ/EC µ¢Å©/NNG+´Â/JX ½ÉÇÏ/VA+Áö/EC+,/SP Àú°Å__01/NP ¹é__05/NR+ÇÁ·Î__01/NNB ÀÇÀÚ__03/NNG+À§__01/NNG+¿¡/JKB ¿Ã¶ó°¡/VV+¾Æ/EC+°¡Áö/VX+°í/EC ÇÏ__01/VV+¾ú/EP+À»°É/EF+?/SF+/SS"
79,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,Àú°Å ¸»ÀÌµË´Ï±î Àåµ¿°ÇÀÌ µ¢Å©´Â ¹«½¼,Àú°Å__01/NP ¸»__01/NNG+ÀÌ/JKC+µÇ__01/VV+¤²´Ï±î/EC Àåµ¿°Ç/NNP+ÀÌ/JKS µ¢Å©/NNG+´Â/JX ¹«½¼/MM
80,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,µå¶ó¸¶´Ù µå¶ó¸¶ ±×·¡ µûÁ®»çÄ¡¸¶¶ó,µå¶ó¸¶/NNG+ÀÌ/VCP+´Ù/EC µå¶ó¸¶/NNG ±×·¡__01/IC µûÁö__01/VV+¾î/EC+»ì__01/VV+Ä¡¸¶__01/NNG+ÀÌ/VCP+¾Æ/EC
81,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,±×·¯¸é ¿Í µå¶ó¸¶º¸°í ¾É¾ÆÀÖ³ë °í¸¶ ÀáÀÌ³ª ÃÄÀÚÁö,±×·¯¸é/MAJ ¿À__01/VV+¾Æ/EC µå¶ó¸¶/NNG+º¸__01/VV+°í/EC ¾É/VV+¾Æ/EC+ÀÖ__01/VX+³ë/EC °í¸¶/MAG Àá__01/NNG+ÀÌ³ª/JX Ä¡__02/VV+¾î/EC+ÀÚ__01/VV+Áö/EC
82,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾ßÀÌ °¡½Ã³ª¾ß ,¾ßÀÌ/IC °¡½Ã³ª/NNG+¾ß/JX
83,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,"´Ù½½ÀÌ ³ª¿ÀÀÝ¾Æ, ¾î?","/SS+´Ù½½ÀÌ/NNP ³ª¿À/VV+Áö/EC+¾Ê/VX+¾Æ/EC+,/SP ¾î__02/IC+?/SF+/SS"
84,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,´Ù½½ÀÌ·Î º¯ÇØ¶ó,´Ù½½ÀÌ/NNP+·Î/JKB º¯ÇÏ/VV+¾î¶ó/EC
85,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,Á×À»·¡,Á×__01/VV+À»·¡/EF
86,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,µû¶óÇØºÁ ³­ ´Ù½½ÀÌ~ ´Ù½½ÀÌ~,µû¸£__01/VV+¾Æ/EC+ÇÏ__01/VV+¾î/EC+º¸__01/VX+¾Æ/EC ³ª__03/NP+¤¤/JX ´Ù½½ÀÌ/NNP+~/SO ´Ù½½ÀÌ/NNP+~/SO
87,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,ÇÏÁö¸»¶ó ÀÌ ¹®µð ¹«½Ã¸¶,ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó/EC ÀÌ__05/MM ¹®µð/NNG ¹«½Ã__04/NNG+¾Æ/NNG
88,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾Æ¾Æ¾Æ Á» ÇÏÁö¸¶¶ó °¡½Ã³ª¾ßÂÍ! ³ö¶ó!,¾Æ¾Æ¾Æ/IC Á»__02/MAG ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó/EC °¡½Ã³ª/NNG+¾ß__09/NNG+ÂÍ/MAG+!/SF ³õ__01/VV+¾Æ¶ó/EF+!/SF
89,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¹¹°í ÀÌ°Å °¡½Ã³ª °³±â¸§ÀÌ°¡ ÀÌ°Å,¹¹/NP+ÀÌ/VCP+°í/EC ÀÌ°Å__01/NP °¡½Ã³ª/NNG °³__03/NNG+±â¸§ÀÌ/NNP+°¡/JKS ÀÌ°Å__01/NP
90,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,°³±â¸§ ¾Æ´Ï°Åµç!,°³±â¸§/NNG ¾Æ´Ï/VCN+°Åµç/EF+!/SF
91,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,³ö¶óÂÍ! ÇÏÁö¸¶¶ó ÂÍ ¾ÆºÎÁö °è½Å´Ù °¡½Ã³ª¾ß ¾ÆºÎÁö°è½Å´Ù°í ,³õ__01/VV+¾Æ¶ó/EC+ÂÍ/MAG+!/SF ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó/EC ÂÍ/MAG ¾ÆºÎÁö/NNG °è½Ã/VV+¤¤´Ù/EC °¡½Ã³ª/NNG+¾ß/JX ¾ÆºÎÁö/NNG+°è½Ã/VV+¤¤´Ù°í/EC
92,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æµû Á» Á¶¿ë¾ÈÇÒ·¡~!!!!!!,¾Æµû__01/IC Á»__02/MAG Á¶¿ë__01/NNG+¾È__02/MAG+ÇÏ__01/VV+¤©·¡/EC+~/SO+!/SF+!/SF+!/SF+!/SF+!/SF+!/SF
93,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÀÌ·¡¼­ »ç¶÷Âñ¸¥°©¼­~ ½Ã²ô·¯¿ö°¡²¿ ±×³É..,ÀÌ·¸/VA+¾î¼­/EC »ç¶÷/NNG+Âñ/MAG+Àº/JX+°©__02/NNG+¼­/JKB+~/SO ½Ã²ô·´/VA+¾î/EC+°¡/VV+²¿/EC ±×³É/MAG+./SF+./SF
94,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¿©º¸,¿©º¸__01/IC
95,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,´Ù¾ÈµÆ´Â°¡?,´Ù/NR+¾ÈµÇ__02/VA+¾ú/EP+´Â°¡/EF+?/SF
96,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,°£´Ù°£´Ù~,°¡__01/VV+¤¤´Ù/EC+°¡__01/VV+¤¤´Ù/EC+~/SO
97,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾ÆÀÌ°í,¾ÆÀÌ°í/IC
98,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¾î¾î¾î~ ¾ÆÀÌ°í.,¾î¾î¾î/IC+~/SO ¾ÆÀÌ°í/IC+./SF
99,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÀÓÀÚ..,ÀÓÀÚ__01/NNG+./SF+./SF
100,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÀÌ°Ç ¾î¶² À½½ÄÀÌ¿©?,ÀÌ°Í/NP+¤¤/JX ¾î¶²/MM À½½Ä/NNG+ÀÌ/VCP+¿©/EF+?/SF
101,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,¾Æ ±×³É °£´ÜÇÏ°Ô ¸ÔÀÚ ÇßÀÚ³×,¾Æ__02/IC ±×³É/MAG °£´ÜÇÏ__02/VA+°Ô/EC ¸Ô__02/VV+ÀÚ/EC ÇÏ__01/VV+¾ú/EP+ÀÚ³×__01/NP
102,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¸Ô´Ù°¡ ¸ðÁö¶ó´Â°Å º¸´Ü ³´´Ù~ ÇÑ ¼ù°¡¶ô ¾Æµé ³ª³öÁÖ°í ÇÏ¸é ±Ý¹æ ¾ø¾îÁø´Ù,¸Ô__02/VV+´Ù°¡/EC ¸ðÁö¶ó/VV+´Â/ETM+°Å__01/NNB º¸´Ù/JKB+¤¤/JX ³´__02/VA+´Ù/EC+~/SO ÇÑ__01/MM ¼ù°¡¶ô/NNG ¾Æµé/NNG ³ª__03/NP+³õ¾ÆÁÖ/VV+°í/EC ÇÏ__01/VV+¸é/EC ±Ý¹æ__01/MAG ¾ø__01/VA+¾î/EC+Áö__04/VX+¤¤´Ù/EF
103,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,"³ªÁ¤¾Æ, ºÎ¾ý°¡¼­ ¿ÀÀÌ¶û »îÀº°è¶õ °®°í¿Â³ªÀ×","/SS+³ªÁ¤¾Æ/NNP+,/SP ºÎ¾ý/NNG+°¡__01/VV+¾Æ¼­/EC ¿ÀÀÌ__01/NNG+¶û/JC »î/VV+Àº/ETM+°è¶õ/NNG °®__01/VV+°í/EC+¿À__01/VV+¤¤³ª/EC+À×/IC+/SS"
104,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿¹,¿¹__06/IC
105,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,±¹¼ö·Î ¹åÁÙ²Êµµ µÇ°Í¾î,±¹¼ö__01/NNG+·Î/JKB ¹åÁÙ/NNG+²¿/VV+¾Æµµ/ECD µÇ__01/VV+°Í/EP+¾î/EF
106,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¹¬´Ù°¡ ¸ðÁö¶ó¸é ¸»ÇØ¶ó,¹¬__02/VV+´Ù°¡/EC ¸ðÁö¶ó/VV+¸é/EC ¸»ÇÏ/VV+¶ó/EF
107,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,±×·²¸®°¡¿ä ¾î¹«ÀÌ..,±×·¯/VV+¤©/ETM+¸®__06/NNB+°¡¿ä__02/NNG ¾î¹«ÀÌ/NNG+./SF+./SF
108,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÀÓÀÚ ±×¸¸..,ÀÓÀÚ__01/NNG ±×¸¸__02/MAG+./SF+./SF
109,ÀÀ´äÇÏ¶ó1994,ÀÌÀÏÈ­,47,¿©,°æ³² ¸¶»ê,40´ë,ÁÖºÎ,¿ì¸®µþ·¡¹Ì Å×·¹ºñ ¾ÈÀ¸·Î ±âµé¾î°¡°Ú´Ù ±âµé¾î°¡±ß¾î..,¿ì¸®__03/NP+µþ·¡¹Ì/NNG Å×·¹ºñ/NNG ¾È__01/NNG+À¸·Î/JKB ±âµé¾î°¡/VV+¾Æ/EC+°Ú/EP+´Ù/EC ±âµé¾î°¡/VV+¾Æ/EC+±ß__01/VV+¾î/EF+./SF+./SF
110,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾Æ ¿À´Ã »ó¹Î¿Àºü ³ª¿Â´Ù Çß´Âµ¥ ¾ÆÁ÷µµ ¾È³ª¿Ô´Ù,¾Æ__02/IC ¿À´Ã/NNG »ó¹Î/NNP+¿Àºü/NNG ³ª¿À/VV+¤¤´Ù/EC ÇÏ__01/VV+¾ú/EP+´Âµ¥/EC ¾ÆÁ÷__01/MAG+µµ/JX ¾È__02/MAG+³ª¿À/VV+¾Ò/EP+´Ù/EF
111,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,"ÀÌ°ÍµéÀÌ ±¸¶ó±ñ°Å¾ÆÀÌ°¡, ¿Àºü±â´Ù¶ó´Ù°¡ ´«¾ËºüÁö°Ú´Ù ÁøÂ¥","/SS+ÀÌ°Í/NP+µé__09/XSN+ÀÌ/JKS ±¸¶ó/NNG+±ñ/NNG+°Å__01/NNB+¾ÆÀÌ/VV+°¡/EC+,/SP ¿Àºü/NNG+±â´Ù__06/NNG+¶ó´Ù°¡/EC ´«¾Ë/NNG+ºüÁö__01/VV+°Ú/EP+´Ù/EC ÁøÂ¥/NNG+/SS"
112,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,°¡½Ã³ª ÁøÂ¥ ³ªÀÌ ½º¹°ÃÄ¹¬°í ¸»ÇÒ¶§ ÀÌ»Ú°Ô ¸ðÇÏ³ª?,°¡½Ã³ª/NNG ÁøÂ¥/NNG ³ªÀÌ__01/NNG ½º¹°/NR+ÃÄ¹¬/VV+°í/EC ¸»ÇÏ/VV+¤©/ETM+¶§__01/NNG ÀÌ»Ú/VA+°Ô/EC ¸ð__03/NNG+ÇÏ³ª/NR+?/SF
113,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,¾Æ¹öÁö ½Ä»çÇÏ½Ã´Âµ¥ ½à³ð½ÃÅ° ÁøÂ¥,¾Æ¹öÁö/NNG ½Ä»çÇÏ__02/VV+½Ã/EP+´Âµ¥/EC ½à³ð/NNG+½ÃÅ°__01/VV ÁøÂ¥/NNG
114,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,°É¹èÀÌ°¡,°É¹èÀÌ/NNG+°¡/JKS
115,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,´Ï³ª »ç¶÷Á» µÇ¶ó,´Ï³ª/NNP »ç¶÷/NNG+Á»__02/MAG µÇ__01/VV+¶ó/EF
116,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,°¡½Ã³ª°¡ ÁøÂ¥ ¿ÀºüÇÑÅ× Á×À»·¡´Ï,°¡½Ã³ª/NNG+°¡/JKS ÁøÂ¥/NNG ¿Àºü/NNG+ÇÑÅ×/JKB Á×__01/VV+À»·¡/EC+´Ï/EC
117,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¾Æ!,¾Æ__02/IC+!/SF
118,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,"ÇÏÁö¸»¶óÄºÁ¦ ³»°¡, ÇÏÁö¸»¶ó°í! ","/SS+ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó/EC+Ä«__88/VV+¾Ò/EP+Àú__03/NP+ÀÇ/JKG ³»__04/NP+°¡/JKS+,/SP ÇÏ__01/VV+Áö/EC+¸»__03/VX+¶ó°í/EF+!/SF /SS"
119,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,º¼µû²Ù ²¿ÁýÁö ¸»¶ó°í ÇßÀÚ³ª ³»°¡ ¿ÖÀÚ²Ù ²¿Áý´Âµ¥,º¼__01/NNG+µû/NNG+²Ù__01/VV ²¿Áý/VV+Áö/EC ¸»__03/VX+¶ó°í/EC ÇÏ__01/VV+¾ú/EP+ÀÚ__31/XSN+³ª/JC ³»__04/NP+°¡/JKS ¿Ö__02/MAG+ÀÚ²Ù__01/MAG ²¿Áý/VV+´Âµ¥/EC
120,ÀÀ´äÇÏ¶ó1994,±èÀçÁØ,23,³²,°æ³² ¸¶»ê,20´ë,ÀÇ»ç,³ö¶ó Á»,³õ__01/VV+¾Æ¶ó/EC Á»__02/MAG
121,ÀÀ´äÇÏ¶ó1994,¼ºµ¿ÀÏ,47,³²,Àü³² °î¼º,40´ë,ÄÚÄ¡,ÀÌ»ó¹Î ³ª¿Ô´Ù!,ÀÌ»ó¹Î/NNP ³ª¿À/VV+¾Ò/EP+´Ù/EF+!/SF
122,ÀÀ´äÇÏ¶ó1994,¼º³ªÁ¤,19,¿©,°æ³² ¸¶»ê,10´ë,´ëÇÐ»ý,¿Àºü¾ß..,¿Àºü/NNG+ÀÌ/VCP+¾ß/EF+./SF+./SF
